,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
540,60529709,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial,Fiction,"With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war; an amorous dog named Sammy Davis, Junior, Junior; and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely butchered English, Jonathan is led on a quixotic journey over a devastated landscape and into an unexpected past.",Entertainment,250.12,
541,876850867,Post Office,Charles Bukowski,1980,Black Sparrow Books,Fiction,"""It began as a mistake."" By middle age, Henry Chinaski has lost more than twelve years of his life to the U.S. Postal Service. In a world where his three true, bitter pleasures are women, booze, and racetrack betting, he somehow drags his hangover out of bed every dawn to lug waterlogged mailbags up mud-soaked mountains, outsmart vicious guard dogs, and pray to survive the day-to-day trials of sadistic bosses and certifiable coworkers. This classic 1971 novel—the one that catapulted its author to national fame—is the perfect introduction to the grimly hysterical world of legendary writer, poet, and Dirty Old Man Charles Bukowski and his fictional alter ego, Chinaski.",Educational,250.43,
542,140274154,On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd,American literature,"Five decades after it was first published, Jack Kerouac's seminal Beat novel On the Road finally finds its way to the big screen, in a production from award-winning director Walter Salles (Motorcycle Diaries) starring Sam Riley (Control, Brighton Rock), Garret Hedlund, Kristen Stewart (Twilight), Kirsten Dunst, Amy Adams and Viggo Mortensen.Sal Paradise (Sam Riley), a young innocent, joins his hero, the mystical traveller Dean Moriarty (Garrett Hedlund), on a breathless, exuberant ride back and forth across the United States. Their hedonistic search for release or fulfilment through drink, sex, drugs and jazz becomes an exploration of personal freedom, a test of the limits of the American dream. A brilliant blend of fiction and autobiography, Jack Kerouac's exhilarating novel swings to the rhythms of 1950s underground America, racing towards the sunset with unforgettable exuberance, poignancy and autobiographical passion. One of the most influential and important novels of the 20th century, this is the book that launched the Beat Generation and remains the bible of that literary movement.Jack Kerouac (1922-69) was an American novelist, poet, artist and part of the Beat Generation. His first published novel, The Town and the City, appeared in 1950, but it was On the Road, published in 1957, that made Kerouac famous. Publication of his many other books followed, among them The Subterraneans, Big Sur, and The Dharma Bums. Kerouac died in Florida at the age of forty-seven.'The most beautifully executed, the clearest and the most important utterance yet made by the generation Kerouac himself named years ago as ""beat""' The New York Times'Pop writing at its best. It changed the way I saw the world, making me yearn for fresh experience'Hanif Kureishi, Independent on Sunday'On the Road sold a trillion Levis and a million espresso machines, and also sent countless kids on the road'William Burroughs",Spiritual,250.74,
543,679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA,Fiction,A clerk in a Tokyo of the near future works in an organization that controls the flow of information to society--employing electronic brainwashing and other insidious techniques--a job that contributes to his increasing sense of dehumanization,"Entertainment,Educational",251.05,
544,375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA,Fiction,"The tragic death of their best friend has a profound influence on the passionate relationship between Toru, a serious young college student in Tokyo, and Naoko, an introspective, beauty, as Toru finds himself drawn to an independent, sexually liberated young woman. Original. 50,000 first printing.","Entertainment,Spiritual",251.35,
545,590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy,,,"Entertainment,Educational,Spiritual",251.66,
546,590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy,,,"Educational,Spiritual",251.97,
547,743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,Fiction,"The Piper family is steeped in secrets, lies, and unspoken truths. At the eye of the storm is one secret that threatens to shake their lives -- even destroy them. Set on stormy Cape Breton Island off Nova Scotia, Fall on Your Knees is an internationally acclaimed multigenerational saga that chronicles the lives of four unforgettable sisters. Theirs is a world filled with driving ambition, inescapable family bonds, and forbidden love. Compellingly written, by turns menacingly dark and hilariously funny, this is an epic tale of five generations of sin, guilt, and redemption.","Spiritual,Entertainment",252.28,
548,553586122,Reap the Wind,Iris Johansen,2002,Bantam Books,Fiction,Perfume mogul Caitlin Vasaro is certain that her dream of creating her own fragrance will never be realized as the family estate hovers on the brink of bankruptcy. Reprint.,Entertainment,252.59,
549,553584510,The Survivors Club,LISA GARDNER,2003,Bantam,Fiction,"Struggling to cope with the violent brutality of a rapist's actions and its consequences, three women find themselves the prime suspects when he is murdered on his way to trial.",Educational,252.90,
550,345341201,Sins of Omission,FERN MICHAELS,1989,Ivy Books,Fiction,"It is the end of World War I. American soldiers Reuben Tarz and Daniel Bishop have both been wounded fighting in the trenches in France. But then the beautiful and sensual Marchioness Michelene Fonsard spirits them from the hospital to her lavish French chateau, opening the door to Reuben's dreams of wealth and power. Reuben and Mickey fall in love and life is idyllic for the three friends--until the arrival of the lovely and spoiled Bebe Rosen unleashes savage passions and desperate deceptions that explode.",Spiritual,253.21,
551,440175623,Random Winds,Belva Plain,1987,Dell,Fiction,"From a quiet turn-of-the-century village in upstate New York to elegant house parties in the English countryside ... from the bedsides of the rural poor to the frenetic emergency room of a Manhattan hospital ... from war-torn London to luxurious lovers' hideaways on the Riviera, here is the unforgettable story of a magnificent family-three generations of doctors-and of a love that no human force could suppress.","Entertainment,Educational",253.52,
552,440216842,The Carousel,Belva Plain,1998,Dell,Fiction,"The Grey family, a wealthy, successful, socially elite dynasty built by patriarch Oliver Grey, is being torn apart by greed, adultery, jealousy, allegations of sexual abuse, and murder","Entertainment,Spiritual",253.83,
553,345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,Fiction,"Having moved on with her life after a friend was brutally murdered, Jo Becker is now married with a grown family, but when an old housemate moves into the neighborhood, Jo rekindles a relationship that takes her back to the past and threatens her future","Entertainment,Educational,Spiritual",254.14,
554,553285653,Grass,Sheri S. Tepper,1990,Spectra Books,Fiction,"Sent to the land of Grass to find out how that planet has escaped the deadly plague that threatens the rest of the galaxy, a strong-willed woman makes some unexpected and frightening discoveries","Educational,Spiritual",254.45,
555,394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers,,,"Spiritual,Entertainment",254.76,
556,60972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial,"Authors, American","The author chronicles the tumultuous events of his early life, discussing his parents' divorce, the nomadic wanderings with his mother that followed, and the strange and eventful process of growing up",Entertainment,255.07,
557,156001942,Winter's Tale,Mark Helprin,1995,Harvest Books,,,Educational,255.38,
558,055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books,,,Spiritual,255.69,
559,345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books,Fiction,"T.S. Garp, a man with high ambitions for an artistic career and with obsessive devotion to his wife and children, and Jenny Fields, his famous feminist mother, find their lives surrounded by an assortment of people including teachers, whores, and radicals","Entertainment,Educational",256.00,
560,684801469,Farewell To Arms,Ernest Hemingway,1995,Scribner,Fiction,"The best American novel to emerge from World War I, A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. The best American novel to emerge from World War I, A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Hemingway’s frank portrayal of the love between Lieutenant Henry and Catherine Barkley, caught in the inexorable sweep of war, glows with an intensity unrivaled in modern literature, while his description of the German attack on Caporetto—of lines of fired men marching in the rain, hungry, weary, and demoralized—is one of the greatest moments in literary history. A story of love and pain, of loyalty and desertion, A Farewell to Arms, written when he was thirty years old, represents a new romanticism for Hemingway.","Entertainment,Spiritual",256.31,
